"序号","变元数","次数","全基数量","RL剪枝后","NP剪枝后","TSSOS剪枝后","随机剪枝后","全基_SDP时间(s)","RL_SDP时间(s)","NP_SDP时间(s)","TSSOS_SDP时间(s)","随机剪枝_SDP时间(s)","RL_加速比","NP_加速比","TSSOS_加速比","随机剪枝_加速比"
"101","3","8","35","7","15","15","24","0.537","0.019","0.052","0.058","0.162","28.64x","10.40x","9.21x","3.32x"
