"SampleID","NumVars","Degree","FullBasisSize","RLPrunedSize","NPPrunedSize","TSSOSPrunedSize","RandomPrunedSize","FullBasis_SDPTime(s)","RL_SDPTime(s)","NP_SDPTime(s)","TSSOS_SDPTime(s)","RandomPruning_SDPTime(s)","RL_Speedup","NP_Speedup","TSSOS_Speedup","RandomPruning_Speedup"
"16","3","4","10","4","6","6","10","0.030","0.010","0.016","0.013","0.027","2.97x","1.91x","2.37x","1.12x"
