"sample_id","config","full_basis","rl_basis","q_csv","min_eig","rank","residual_linf","status"
"16","3n4d","10","4","sample_16_3n4d_Q_RL.csv","-2.93016371166743E-08","2","2.97539770599542E-14","optimal"
