"SampleID","NumVars","Degree","FullBasisSize","RLPrunedSize","NPPrunedSize","TSSOSPrunedSize","RandomPrunedSize","FullBasis_SDPTime(s)","RL_SDPTime(s)","NP_SDPTime(s)","TSSOS_SDPTime(s)","RandomPruning_SDPTime(s)","RL_Speedup","NP_Speedup","TSSOS_Speedup","RandomPruning_Speedup"
"15","3","4","10","4","6","6","5","0.028","0.010","0.014","0.014","0.013","2.88x","2.00x","2.04x","2.26x"
