2,-1,-5.487766361885321e-17,-1.827407158427831e-20,-1.668813596426246e-16,-1.593219518776728e-05,-0.9999643704977877,-3.502614395323394e-17,3.590400995150333e-05,-2.419269835041069e-20
-1,8,-1.994103372711736e-17,-1,3.038761012854969e-05,-6.9853846175863e-18,-1.705312712041545e-06,-3.82287989900372e-18,-2,-2
-5.487766361885321e-17,-1.994103372711736e-17,-6.232147482920071e-14,-1.445541494068583e-05,-1.548786337130149e-13,1.148231347530549e-14,1.981060067603477e-08,-4.182814871890088e-14,-1.015281824937709e-09,-1.746232351897626e-17
-1.827407158427831e-20,-1,-1.445541494068583e-05,1,-3.562950221200067e-05,1.705312712041529e-06,-2.27983304773082e-20,-3.590400995150337e-05,-1.79367067624253e-20,-1.508706618207464e-20
-1.668813596426246e-16,3.038761012854969e-05,-1.548786337130149e-13,-3.562950221200067e-05,-8.073882562126565e-13,-1.981060075162989e-08,-2.530349973990175e-16,-2.106850618979444e-13,5.860002481273747e-06,-3.480896606871591e-05
-1.593219518776728e-05,-6.9853846175863e-18,1.148231347530549e-14,1.705312712041529e-06,-1.981060075162989e-08,-2.201522819116446e-14,-2.565914725791546e-17,1.015281790251598e-09,-1.099916603158785e-17,-7.233592224696307e-18
-0.9999643704977877,-1.705312712041545e-06,1.981060067603477e-08,-2.27983304773082e-20,-2.530349973990175e-16,-2.565914725791546e-17,1,-5.860002481326361e-06,-5.249817804794664e-20,-0.1317308396627378
-3.502614395323394e-17,-3.82287989900372e-18,-4.182814871890088e-14,-3.590400995150337e-05,-2.106850618979444e-13,1.015281790251598e-09,-5.860002481326361e-06,-4.636840733940019e-14,3.480896606870491e-05,2.712208424715461e-19
3.590400995150333e-05,-2,-1.015281824937709e-09,-1.79367067624253e-20,5.860002481273747e-06,-1.099916603158785e-17,-5.249817804794664e-20,3.480896606870491e-05,1.263461679325475,-2.20565543024302e-20
-2.419269835041069e-20,-2,-1.746232351897626e-17,-1.508706618207464e-20,-3.480896606871591e-05,-7.233592224696307e-18,-0.1317308396627378,2.712208424715461e-19,-2.20565543024302e-20,2
