"序号","变元数","次数","全基数量","RL剪枝后","NP剪枝后","TSSOS剪枝后","随机剪枝后","全基_SDP时间(s)","RL_SDP时间(s)","NP_SDP时间(s)","TSSOS_SDP时间(s)","随机剪枝_SDP时间(s)","RL_加速比","NP_加速比","TSSOS_加速比","随机剪枝_加速比"
"22","3","6","20","6","10","9","20","0.121","0.015","0.026","0.024","0.097","8.02x","4.73x","4.98x","1.24x"
