"序号","变元数","次数","全基数量","RL剪枝后","NP剪枝后","TSSOS剪枝后","随机剪枝后","全基_SDP时间(s)","RL_SDP时间(s)","NP_SDP时间(s)","TSSOS_SDP时间(s)","随机剪枝_SDP时间(s)","RL_加速比","NP_加速比","TSSOS_加速比","随机剪枝_加速比"
"21","3","6","20","6","7","10","10","0.095","0.015","0.017","0.022","0.032","6.54x","5.63x","4.37x","3.00x"
