"sample_id","config","full_basis","rl_basis","q_csv","min_eig","rank","residual_linf","status"
"21","3n6d","20","6","sample_21_3n6d_Q_RL.csv","-3.39149530282469E-16","3","8.88178419700125E-16","optimal"
